id,name,category,type,sensor_width_mm,sensor_height_mm,sensor_area_mm2,megapixels,pixel_pitch_um,year,matched_sensors
237,Hoppstar Rookie yale,fixed,,,,,3.0,,2024,
238,JoyFan H1 Wildkamera,fixed,,,,,1.0,,2023,
239,Kandao QooCam 3 Ultra 8K,fixed,1/1.7,7.60,5.70,,,,2024,
240,Kandao QooCam 8K Enterprise,fixed,1/1.7,7.60,5.70,,,,2020,
241,Kidywolf Kidycam,fixed,,,,,8.0,,2024,
242,Kidywolf Kidyprint,fixed,,,,,8.0,,2024,
254,Kodak Mini Shot 2 Combo,fixed,,,,,10.0,,2020,
255,Kodak Mini Shot 2 Combo Retro,fixed,,,,,10.0,,2020,
256,Kodak Mini Shot 3 Combo,fixed,,,,,10.0,,2020,
257,Kodak Mini Shot 3 Combo Retro,fixed,,,,,10.0,,2020,
258,Kodak MiniShot,fixed,,,,,10.0,,2017,
259,Kodak Printomatic,fixed,,,,,10.0,,2018,
260,Kodak Smile,fixed,,,,,10.0,,2019,
261,Kodak Smile+,fixed,,,,,5.0,,2024,
262,Kodak Smile+ fuchsie,fixed,,,,,5.0,,2024,
288,Lexibook Minions,fixed,,,,,1.2,,2016,
289,Lexibook Star Wars,fixed,,,,,1.3,,2016,
290,Little Tikes Tobi 2 Director's Camera,fixed,,,,,5.0,,2022,
291,Minox Wildkamera DTC 460,fixed,,,,,,,2020,
292,Minox Wildkamera DTC 550,fixed,,,,,5.0,,2017,
293,Nedis Wildlife Kamera,fixed,,,,,3.0,,2022,
294,Nedis Wildlife Kamera,fixed,,,,,4.0,,2025,
342,Oaxis myFirst Camera 10,fixed,,,,,5.0,,2024,
343,Oaxis myFirst Camera 2,fixed,,,,,8.0,,2024,
344,Oaxis myFirst Camera 3,fixed,,,,,,,2024,
345,Oaxis myFirst Camera Insta 2,fixed,,,,,3.0,,2024,
346,Oaxis myFirst Camera Insta Wi,fixed,,,,,,,2024,
347,Oaxis myFirst Camera Insta Wi türkis,fixed,,,,,,,2024,
426,Panono Explorer Edition,fixed,,,,,108.0,,2016,
439,Polaroid iS525,fixed,,,,,16.0,,2016,
440,Polaroid iX5038,fixed,,,,,20.0,,2016,
441,Polaroid Mint 2-in-1 Instant Digital Camera,fixed,,,,,16.0,,2018,
442,Polaroid Pop,fixed,,,,,20.0,,2017,
458,Rollei Compactline 10x,fixed,,,,,20.0,,2024,
459,Rollei Compactline 880,fixed,,,,,18.0,,2024,
460,Rollei Compactline Dual Screen,fixed,,,,,64.0,,2025,
461,Rollei Compactline Mini,fixed,,,,,8.0,,2024,
462,Rollei Compactline Pocket,fixed,,,,,5.0,,2025,
463,Rollei D2Pro,fixed,,,,,20.0,,2024,
466,Rollei Sportsline 60 Plus,fixed,,,,,8.0,,2019,
467,Rollei Sportsline Fun,fixed,,,,,5.0,,2024,
470,Seissiger Special-Cam Classic,fixed,,,,,12.0,,2022,
471,Seissiger Special-Cam Supersim,fixed,,,,,12.0,,2023,
472,ShinePick Fotoapparat Kinder,fixed,,,,,8.0,,2024,
478,Somikon Kinder-Full-HD-Digitalkamera,fixed,,,,,1.3,,2024,
530,Spypoint FLEX,fixed,,,,,33.0,,2023,
531,Spypoint LINK-MICRO-LTE,fixed,,,,,10.0,,2023,
532,Spypoint LINK-MICRO-S-LTE,fixed,,,,,10.0,,2021,
539,Vmotal GDC80X2,fixed,,,,,,,2022,
540,Vosker V150,fixed,,,,,,,2022,
541,Vosker V200,fixed,,,,,,,2022,
542,VTech Kidizoom Duo,fixed,,,,,2.0,,2015,
543,VTech Kidizoom Duo 5.0,fixed,,,,,5.0,,2018,
544,VTech Kidizoom Duo DX,fixed,,,,,5.0,,2020,
545,VTech Kidizoom Duo Pro,fixed,,,,,2.0,,2023,
546,VTech Kidizoom Duo Pro mit Tasche,fixed,,,,,2.0,,2023,
547,VTech Kidizoom Flix,fixed,,,,,0.3,,2017,
548,VTech Kidizoom Kid 2,fixed,,,,,2.0,,2020,
549,VTech Kidizoom Kid 4,fixed,,,,,2.0,,2024,
550,VTech Kidizoom Print Cam,fixed,,,,,2.0,,2021,
551,VTech Kidizoom Touch,fixed,,,,,2.0,,2013,
552,VTech Kidizoom Touch 5.0,fixed,,,,,5.0,,2018,
553,VTech Kidizoom Video Studio HD,fixed,,,,,2.0,,2020,
554,Wolfang WDC02,fixed,,,,,,,2025,
555,Yashica City 100,fixed,,,,,,,2025,
556,Yashica City 200,fixed,,,,,,,2025,
557,Yashica DZ-100 Hello Kitty,fixed,,,,,5.0,,2025,
558,Yashica Mini Hello Kitty,fixed,,,,,3.0,,2025,
559,Yashica x Peanuts DP-100 Blue Sky,fixed,,,,,5.0,,2025,
560,Yashica x Peanuts DP-100 Sage,fixed,,,,,5.0,,2025,
561,Yashica x Peanuts Mini Cream,fixed,,,,,3.0,,2025,
562,Zeiss Secacam 3 Wildkamera,fixed,,,,,3.0,,2025,
563,Zeiss Secacam 5 Wide Angle Wildkamera,fixed,,,,,5.0,,2024,
564,Zeiss Secacam 5 Wildkamera,fixed,,,,,5.0,,2024,
565,Zeiss Secacam 7 Wildkamera,fixed,,,,,5.0,,2024,
